Checked,Protein FDR Confidence: Combined,Master,Accession,Description,# Peptides,# PSMs,Abundance Ratio P-Value: (MCF10A) / (HCC1806),Abundance Ratio P-Value: (MCF7) / (HCC1806),Abundance Ratio P-Value: (MDAMB231) / (HCC1806),Abundance Ratio P-Value: (MCF7) / (MCF10A),Abundance Ratio P-Value: (MDAMB231) / (MCF10A),Abundance Ratio P-Value: (MDAMB231) / (MCF7),Abundance Ratio: (MCF10A) / (HCC1806),Abundance Ratio: (MCF7) / (HCC1806),Abundance Ratio: (MDAMB231) / (HCC1806),Abundance Ratio: (MCF7) / (MCF10A),Abundance Ratio: (MDAMB231) / (MCF10A),Abundance Ratio: (MDAMB231) / (MCF7),Abundance Ratio (log2): (MCF10A) / (HCC1806),Abundance Ratio (log2): (MCF7) / (HCC1806),Abundance Ratio (log2): (MDAMB231) / (HCC1806),Abundance Ratio (log2): (MCF7) / (MCF10A),Abundance Ratio (log2): (MDAMB231) / (MCF10A),Abundance Ratio (log2): (MDAMB231) / (MCF7),Abundances (Grouped): HCC1806,Abundances (Grouped): MCF10A,Abundances (Grouped): MCF7,Abundances (Grouped): MDAMB231,Abundances (Grouped) CV [%]: HCC1806,Abundances (Grouped) CV [%]: MCF10A,Abundances (Grouped) CV [%]: MCF7,Abundances (Grouped) CV [%]: MDAMB231,# Unique Peptides,"Abundances (Normalized): F3: 130C, Sample, HCC1806","Abundances (Normalized): F3: 131N, Sample, HCC1806","Abundances (Normalized): F3: 132N, Sample, HCC1806","Abundances (Normalized): F3: 132C, Sample, HCC1806","Abundances (Normalized): F3: 126, Sample, MCF10A","Abundances (Normalized): F3: 127N, Sample, MCF10A","Abundances (Normalized): F3: 127C, Sample, MCF10A","Abundances (Normalized): F3: 128N, Sample, MCF10A","Abundances (Normalized): F3: 128C, Sample, MCF7","Abundances (Normalized): F3: 129N, Sample, MCF7","Abundances (Normalized): F3: 129C, Sample, MCF7","Abundances (Normalized): F3: 130N, Sample, MCF7","Abundances (Normalized): F3: 133N, Sample, MDAMB231","Abundances (Normalized): F3: 133C, Sample, MDAMB231","Abundances (Normalized): F3: 134N, Sample, MDAMB231","Abundances (Normalized): F3: 135N, Sample, MDAMB231",# Protein Groups,Sum PEP Score,Coverage [%],"Abundance: F3: 130C, Sample, HCC1806","Abundance: F3: 131N, Sample, HCC1806","Abundance: F3: 132N, Sample, HCC1806","Abundance: F3: 132C, Sample, HCC1806","Abundance: F3: 126, Sample, MCF10A","Abundance: F3: 127N, Sample, MCF10A","Abundance: F3: 127C, Sample, MCF10A","Abundance: F3: 128N, Sample, MCF10A","Abundance: F3: 128C, Sample, MCF7","Abundance: F3: 129N, Sample, MCF7","Abundance: F3: 129C, Sample, MCF7","Abundance: F3: 130N, Sample, MCF7","Abundance: F3: 133N, Sample, MDAMB231","Abundance: F3: 133C, Sample, MDAMB231","Abundance: F3: 134N, Sample, MDAMB231","Abundance: F3: 135N, Sample, MDAMB231"
FALSE,High,Master Protein,P13646,"Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",29,256,5.74364356076273E-09,2.83102676856828E-08,1.95644198619505E-08,0.166105443418633,0.335805396124773,0.961632722774123,0.092,0.122,0.113,1.333,1.23,0.922,-3.45,-3.03,-3.15,0.42,0.3,-0.12,35574.2,3255.6,4340.7,4004.2,20.83,11.88,7.59,27.21,15,35735.4,35413.8,36486.7,22369.8,3055.4,3493.1,3468.9,2699.7,4459.5,4668.7,3905.3,4225.1,3563.7,2965,4499.1,5544.1,1,290.837,64,26525.4,20501.4,23914.3,4343.2,363.3,268.3,754.5,444.3,498.6,548,827,1488.2,3156.3,2965,1627.5,159.7
FALSE,High,Master Protein,P17655,Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,28,97,8.07503264255161E-09,0.999951976548738,2.52540321987738E-09,8.35226288131707E-09,0.299414485157307,2.60248744776703E-09,3.091,1.021,3.278,0.33,1.06,3.211,1.63,0.03,1.71,-1.6,0.08,1.68,6854.3,21185.6,6996.1,22465.4,3.28,11.01,4.25,16.25,28,6606.7,7105.5,6739,6971.6,20014.4,18638.6,23832.1,22425.3,6448.6,7017.9,6974.3,7085.2,22640.8,30113.2,21863.3,22291.4,1,204.32,36,4904,4113.5,4416.9,1353.6,2380,1431.4,5183.7,3690.9,721,823.7,1476.9,2495.7,20052.3,30113.2,7908.8,642
FALSE,High,Master Protein,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2",10,18,1.15741021211591E-08,0.0152636017480956,0.000130040475334714,2.27606209213249E-07,4.70019459020143E-06,0.051829569964483,7.44,1.586,2.483,0.213,0.334,1.565,2.9,0.67,1.31,-2.23,-1.58,0.65,1391,10349,2206.6,3454.1,14.89,20.3,7.77,18.28,10,1383.1,1399,1323.9,1803.7,10277.4,11684.7,7001.4,10421.1,2151.5,2259.8,2154.7,2527.5,3275.7,2428.3,3642.2,3746.4,1,70.605,16,1026.6,809.9,867.7,350.2,1222.1,897.4,1522.9,1715.2,240.6,265.2,456.3,890.3,2901.2,2428.3,1317.5,107.9
FALSE,High,Master Protein,P15144,Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4,28,94,1.24434609283242E-08,0.983821141062674,0.16299166402917,1.60873856458466E-08,7.27900401065185E-08,0.277576052033549,27.204,1.12,1.875,0.041,0.069,1.674,4.77,0.16,0.91,-4.6,-3.86,0.74,4217.7,114738.2,4724.5,7908.5,28.81,7.24,22.49,38.96,28,4625.6,3845.8,3366.4,6351.5,120143.1,118118.2,101996,111454.8,3642,4840.5,4611.3,6279.2,7122.3,3700.5,8781.4,10633,1,238.01,25,3433.5,2226.3,2206.4,1233.2,14286.7,9071.4,22185.2,18343.8,407.2,568.1,976.5,2211.8,6308,3700.5,3176.6,306.2
FALSE,High,Master Protein,Q9P0P8,Mitochondrial transcription rescue factor 1 OS=Homo sapiens OX=9606 GN=MTRES1 PE=1 SV=1,1,4,1.59255270082426E-08,2.68121364443985E-07,0.00644240290964282,0.00792034167011091,8.67813546245877E-07,4.38664295878688E-05,4.345,2.991,1.558,0.688,0.359,0.521,2.12,1.58,0.64,-0.54,-1.48,-0.94,135.2,587.4,404.4,210.6,14.23,9.85,11.34,13.31,1,126.4,112.5,144.5,155.9,592.3,669.2,582.5,527.3,388.5,420.9,478.6,371.9,210.6,170.2,220.6,0,1,12.828,9,93.9,65.1,94.7,30.3,70.4,51.4,126.7,86.8,43.4,49.4,101.3,131,186.6,170.2,79.8,0
FALSE,High,Master Protein,Q9NYM9,BET1-like protein OS=Homo sapiens OX=9606 GN=BET1L PE=1 SV=1,1,2,1.62715737550556E-08,6.49665015117762E-08,6.21849927107121E-09,0.341010434635077,0.526647183612352,0.0368249596209039,13.198,9.659,17.362,0.732,1.316,1.798,3.72,3.27,4.12,-0.45,0.4,0.85,19.4,255.9,187.3,336.6,35.42,21.59,19.39,18.01,1,23.5,29.7,13.6,16,270,357.3,224,242.5,185.9,260,173.6,188.7,381.5,288.9,414.5,297,1,9.429,14,17.4,17.2,8.9,3.1,32.1,27.4,48.7,39.9,20.8,30.5,36.8,66.5,337.9,288.9,150,8.6
FALSE,High,Master Protein,Q9ULP0,Protein NDRG4 OS=Homo sapiens OX=9606 GN=NDRG4 PE=1 SV=2,1,1,1.79327591665057E-08,6.35261773962448E-07,1.08145170818474E-07,0.0020852600132687,0.479148364670353,0.042830166588162,0.08,0.169,0.101,2.118,1.267,0.598,-3.65,-2.57,-3.31,1.08,0.34,-0.74,638.9,50.9,107.8,64.5,7.89,13.64,31.75,22.63,1,689.6,572.1,622.5,655.7,47.4,54.6,59.8,44.3,113,157.2,71.9,102.7,81.8,52,64.5,0,1,4.286,4,511.9,331.2,408,127.3,5.6,4.2,13,7.3,12.6,18.5,15.2,36.2,72.4,52,23.3,0
FALSE,High,Master Protein,Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens OX=9606 GN=FKBP5 PE=1 SV=2,15,31,2.16358017057772E-08,0.0959395460294457,0.020281551089859,1.88120668598302E-07,4.37548873910565E-07,0.804611198127115,5.93,1.426,1.457,0.241,0.246,1.021,2.57,0.51,0.54,-2.06,-2.03,0.03,1766.2,10474.5,2519.3,2573.2,8.77,29.19,16.03,15.39,14,1567.1,1918.5,1833.3,1701.6,10168.8,9250.2,16816,10789.3,1961.8,2295.4,2766.3,2765.1,2436.4,3359.9,2580.2,2566.2,1,89.768,41,1163.2,1110.6,1201.6,330.4,1209.2,710.4,3657.7,1775.8,219.4,269.4,585.8,974,2157.9,3359.9,933.4,73.9
FALSE,High,Master Protein,O60716,Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1,25,62,2.38099624461086E-08,1.46444339987895E-08,9.1111843514291E-08,0.913160608441478,0.393362942322921,0.154218042922501,0.496,0.483,0.527,0.972,1.062,1.093,-1.01,-1.05,-0.92,-0.04,0.09,0.13,13642.2,6772,6582.8,7193.4,10.87,1.78,3.06,7.23,25,15431,12817.2,14520.2,12200.2,6760.3,6605.6,6897.6,6783.7,6329.3,6446.2,6722.2,6729.4,7485.7,6912.5,6898.1,8005.2,1,176.552,31,11454,7420,9516.9,2368.7,803.9,507.3,1500.3,1116.5,707.7,756.6,1423.5,2370.3,6629.9,6912.5,2495.3,230.5
FALSE,High,Master Protein,Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,38,158,3.02784189942784E-08,1.83074240767134E-07,6.8971354516556E-08,0.201425422775008,0.748292141899007,0.688523428094604,0.569,0.62,0.6,1.088,1.053,0.968,-0.81,-0.69,-0.74,0.12,0.07,-0.05,40238.4,22912.2,24934.4,24132.7,4.32,4.58,3.97,8.04,38,38813.5,41573.6,42172.2,38946.1,22660.9,24214,21692.9,23166.4,24583.2,25290.6,26038.6,23725.6,23430.1,25858.5,24856.5,21431.8,1,300.299,38,28810.2,24067.3,27640.7,7561.6,2694.7,1859.6,4718.4,3812.8,2748.7,2968.3,5513.8,8357,20751.3,25858.5,8991.5,617.2
FALSE,High,Master Protein,P16422,Epithelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=EPCAM PE=1 SV=2,9,30,6.65999879689849E-08,0.893141501092007,8.59023611687881E-07,1.22404046010161E-07,0.0706303748305771,1.79196291627548E-06,0.127,0.791,0.193,6.232,1.517,0.243,-2.98,-0.34,-2.38,2.64,0.6,-2.04,8409.4,1067.9,6655.3,1620.5,30.88,4.59,15.38,2.93,9,8347.3,8472,9850.8,4305,1080,1035.2,1149.2,1056,6461.4,5596.8,8095.4,6855,1531.4,1621.7,1632.6,1619.2,1,116.467,29,6196,4904.5,6456.5,835.8,128.4,79.5,250,173.8,722.5,656.9,1714.3,2414.6,1356.3,1621.7,590.6,46.6
FALSE,High,Master Protein,P50479,PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,8,14,7.04722368238819E-08,7.18276389477523E-07,0.0144562720370399,5.45344880364951E-11,2.41079915386244E-06,2.74842009151399E-08,2.686,0.474,1.297,0.176,0.483,2.739,1.43,-1.08,0.38,-2.5,-1.05,1.45,1815.3,4876.6,859.8,2355,5.16,12.75,11.3,9.18,8,1761.1,1979,1801.6,1829.2,5094.9,4081.1,5528,4667.6,735.7,929.8,799.7,924.5,2226.9,2672.7,2217.7,2490.5,1,43.817,29,1307.2,1145.7,1180.8,355.1,605.9,313.4,1202.4,768.2,82.3,109.1,169.3,325.7,1972.3,2672.7,802.2,71.7
FALSE,High,Master Protein,Q15847,Adipogenesis regulatory factor OS=Homo sapiens OX=9606 GN=ADIRF PE=1 SV=1,5,24,9.02447339079515E-08,4.02299389357097E-08,9.83119826658552E-08,0.770805158970792,0.999633472760291,0.716330534232,0.171,0.137,0.175,0.803,1.024,1.276,-2.55,-2.86,-2.51,-0.32,0.03,0.35,16305.3,2788,2238.2,2856.1,26.71,14.62,8.41,21.92,5,18306.3,12727.5,14523,23087.5,2653.7,3008.4,2140.4,2929,2220.1,2623.6,2240.1,2236.3,2918.2,1925.6,3367.5,2795.3,1,85.508,87,13588.3,7368,9518.8,4482.5,315.6,231,465.6,482.1,248.2,307.9,474.4,787.7,2584.6,1925.6,1218.1,80.5
FALSE,High,Master Protein,Q8NHG7,Small VCP/p97-interacting protein OS=Homo sapiens OX=9606 GN=SVIP PE=1 SV=1,1,2,9.06323449623159E-08,0.482055527966784,3.6371899756471E-06,3.43712815653596E-07,0.0126619506383199,2.13495747197756E-05,0.622,0.962,0.721,1.547,1.159,0.749,-0.69,-0.06,-0.47,0.63,0.21,-0.42,608.1,378.1,584.9,438.2,5.47,3.88,5.56,5.07,1,577,653.6,622.1,594.4,383,403.6,370.9,373.3,564.7,608.9,542.7,605.8,461.1,425.9,450.8,412.8,1,4.44,14,428.3,378.4,407.7,115.4,45.5,31,80.7,61.4,63.1,71.5,114.9,213.4,408.4,425.9,163.1,11.9
FALSE,High,Master Protein,Q9BWU0,Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1,9,12,9.74364029460162E-08,2.4277757549318E-05,8.51015767378005E-05,0.00102166518151614,0.000240296436665122,0.788193839341111,0.415,0.597,0.646,1.438,1.557,1.083,-1.27,-0.75,-0.63,0.52,0.64,0.11,2717.5,1127.4,1621,1755.2,12.8,4.3,10.75,7.49,9,2374.5,2932.3,3125.4,2518.5,1115.1,1139.8,1195.4,1079.6,1407.2,1558.5,1812.8,1686,1723.9,1787.1,1822.2,1533.7,1,46.831,15,1762.5,1697.5,2048.5,489,132.6,87.5,260,177.7,157.3,182.9,383.9,593.9,1526.8,1787.1,659.2,44.2
FALSE,High,Master Protein,P80723,Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2,6,9,1.05207755840553E-07,1.03677866292173E-09,1.45398683093489E-08,0.00011834982164427,0.116279196237575,0.00591152637241976,3.37,6.079,4.173,1.804,1.238,0.687,1.75,2.6,2.06,0.85,0.31,-0.54,188.5,635.2,1145.8,786.6,11.66,17.42,12.55,9.81,6,200,215.1,165.7,177.7,506.3,614.2,775.2,656.9,1037.6,1121.8,1384.6,1170.2,845.6,880.3,728,731.8,1,35.579,51,148.4,124.5,108.6,34.5,60.2,47.2,168.6,108.1,116,131.7,293.2,412.2,748.9,880.3,263.3,21.1
FALSE,High,Master Protein,P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,17,38,1.14244709581435E-07,1.50439215529374E-08,1.79508179076748E-06,0.107619463937023,0.0616264163112985,0.000844429023891702,4.224,5.217,3.214,1.235,0.761,0.616,2.08,2.38,1.68,0.3,-0.39,-0.7,2465.9,10415.3,12863.3,7925.6,23.9,11.99,4.92,12,17,2612.9,2325.2,2327.1,3704.5,10404.9,11139.9,8339.8,10425.6,12594,13778,12339.8,13138.3,7871.6,6189.7,7979.9,8111.1,1,99.889,25,1939.5,1346.1,1525.2,719.2,1237.3,855.5,1814,1715.9,1408.2,1617.1,2613,4627.8,6971.6,6189.7,2886.6,233.6
FALSE,High,Master Protein,P05120,Plasminogen activator inhibitor 2 OS=Homo sapiens OX=9606 GN=SERPINB2 PE=1 SV=2,15,36,1.20839266704031E-07,1.02344652752606E-07,4.45338164345443E-07,0.997449002642263,0.515018204251387,0.412971046940638,0.156,0.154,0.186,0.983,1.188,1.209,-2.68,-2.7,-2.43,-0.03,0.25,0.27,16411.5,2564.3,2520.1,3047.5,7.06,15.73,3.4,37.25,15,14236.8,16316.6,16506.9,16593,2874.6,3054.8,2241.7,2287.6,2607.1,2586.6,2443.4,2455.3,2784.2,2143.6,3335.8,5030.6,1,115.622,40,10567.6,9445.8,10819,3221.6,341.8,234.6,487.6,376.5,291.5,303.6,517.4,864.8,2465.8,2143.6,1206.7,144.9
FALSE,High,Master Protein,P15311,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,71,326,1.29501339207749E-07,5.10252662344612E-09,2.44624306255936E-05,0.00535020532543362,0.00171704908082493,4.69257541935164E-06,0.525,0.422,0.664,0.805,1.266,1.573,-0.93,-1.24,-0.59,-0.31,0.34,0.65,87153.3,45749.6,36812.8,57907.2,11.23,5.78,7.43,5.04,58,105039.5,84242,82768.7,90165.2,46683.4,44834.6,41735,47684.1,37481.2,38058.8,32132.7,36156.3,63464.2,56935.6,57845.5,57968.9,1,501.602,76,77968,48768.4,54248.7,17506,5551.3,3443.3,9077.8,7848.1,4190.8,4466.9,6804.3,12735.6,56208.4,56935.6,20924.9,1669.5
