Checked,Protein FDR Confidence: Combined,Master,Accession,Description,# Peptides,# PSMs,Abundance Ratio P-Value: (MCF10A) / (HCC1806),Abundance Ratio P-Value: (MCF7) / (HCC1806),Abundance Ratio P-Value: (MDAMB231) / (HCC1806),Abundance Ratio P-Value: (MCF7) / (MCF10A),Abundance Ratio P-Value: (MDAMB231) / (MCF10A),Abundance Ratio P-Value: (MDAMB231) / (MCF7),Abundance Ratio: (MCF10A) / (HCC1806),Abundance Ratio: (MCF7) / (HCC1806),Abundance Ratio: (MDAMB231) / (HCC1806),Abundance Ratio: (MCF7) / (MCF10A),Abundance Ratio: (MDAMB231) / (MCF10A),Abundance Ratio: (MDAMB231) / (MCF7),Abundance Ratio (log2): (MCF10A) / (HCC1806),Abundance Ratio (log2): (MCF7) / (HCC1806),Abundance Ratio (log2): (MDAMB231) / (HCC1806),Abundance Ratio (log2): (MCF7) / (MCF10A),Abundance Ratio (log2): (MDAMB231) / (MCF10A),Abundance Ratio (log2): (MDAMB231) / (MCF7),Abundances (Grouped): HCC1806,Abundances (Grouped): MCF10A,Abundances (Grouped): MCF7,Abundances (Grouped): MDAMB231,Abundances (Grouped) CV [%]: HCC1806,Abundances (Grouped) CV [%]: MCF10A,Abundances (Grouped) CV [%]: MCF7,Abundances (Grouped) CV [%]: MDAMB231,# Unique Peptides,"Abundances (Normalized): F1: 130C, Sample, HCC1806","Abundances (Normalized): F1: 131N, Sample, HCC1806","Abundances (Normalized): F1: 132N, Sample, HCC1806","Abundances (Normalized): F1: 132C, Sample, HCC1806","Abundances (Normalized): F1: 126, Sample, MCF10A","Abundances (Normalized): F1: 127N, Sample, MCF10A","Abundances (Normalized): F1: 127C, Sample, MCF10A","Abundances (Normalized): F1: 128N, Sample, MCF10A","Abundances (Normalized): F1: 128C, Sample, MCF7","Abundances (Normalized): F1: 129N, Sample, MCF7","Abundances (Normalized): F1: 129C, Sample, MCF7","Abundances (Normalized): F1: 130N, Sample, MCF7","Abundances (Normalized): F1: 133N, Sample, MDAMB231","Abundances (Normalized): F1: 133C, Sample, MDAMB231","Abundances (Normalized): F1: 134N, Sample, MDAMB231","Abundances (Normalized): F1: 135N, Sample, MDAMB231",# Protein Groups,Sum PEP Score,Coverage [%],"Abundance: F1: 130C, Sample, HCC1806","Abundance: F1: 131N, Sample, HCC1806","Abundance: F1: 132N, Sample, HCC1806","Abundance: F1: 132C, Sample, HCC1806","Abundance: F1: 126, Sample, MCF10A","Abundance: F1: 127N, Sample, MCF10A","Abundance: F1: 127C, Sample, MCF10A","Abundance: F1: 128N, Sample, MCF10A","Abundance: F1: 128C, Sample, MCF7","Abundance: F1: 129N, Sample, MCF7","Abundance: F1: 129C, Sample, MCF7","Abundance: F1: 130N, Sample, MCF7","Abundance: F1: 133N, Sample, MDAMB231","Abundance: F1: 133C, Sample, MDAMB231","Abundance: F1: 134N, Sample, MDAMB231","Abundance: F1: 135N, Sample, MDAMB231"
FALSE,High,Master Protein,P08670,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4,100,787,1.39381056696308E-08,0.0399994030315201,4.31589054494808E-08,1.74704025246442E-07,0.482891770690143,7.07299351310198E-07,6.845,1.528,5.633,0.223,0.823,3.686,2.77,0.61,2.49,-2.16,-0.28,1.88,42824.3,293121.2,65456.1,241241.2,18.44,12.93,9.8,22.35,90,43372.1,42283.4,38957.3,57949,300489.9,231415.7,285933.1,315430.2,67717.1,72523.6,57514.6,63270.6,304913.4,257073.8,226383.7,176466.5,1,1199.29,98,32395.3,21639.8,22568.3,15015.8,40578.3,23987.1,57964.6,55985.4,9593.7,10936.1,12072.6,24648.1,304913.4,221308.1,104676.3,9378.6
FALSE,High,Master Protein,P42765,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2",11,25,1.44992816641931E-08,0.0652331611994784,0.0106358032792059,2.3412957128599E-09,3.71416818079062E-07,0.000117204459584963,2.167,0.889,1.194,0.41,0.551,1.343,1.12,-0.17,0.26,-1.29,-0.86,0.43,4746.9,10286.7,4220.8,5669.4,4.93,8.02,6.57,6.76,11,5044.1,4814,4680.7,4485.4,10138.6,8812,10548.9,10436.9,3793,4113.6,4401.5,4330.7,6227.5,5540.6,5328.4,5801.2,1,73.503,40,3767.5,2463.7,2711.6,1162.3,1369.1,913.4,2138.5,1852.4,537.4,620.3,923.9,1687.1,6227.5,4769.8,2463.8,308.3
FALSE,High,Master Protein,Q9NPH2,Inositol-3-phosphate synthase 1 OS=Homo sapiens OX=9606 GN=ISYNA1 PE=1 SV=1,5,12,1.56142975216156E-08,0.176282369658887,8.05633527334315E-07,9.13248583422899E-08,0.00326034902092154,9.20663148262779E-06,0.238,0.845,0.376,3.556,1.583,0.445,-2.07,-0.24,-1.41,1.83,0.66,-1.17,1221,290.1,1031.7,459.2,9.77,18.65,9.1,12.59,5,1260.4,1370.3,1182.9,1087.7,302.5,255.6,386.1,278.2,870.9,1073.4,1052.9,1010.8,398.8,500.8,421.2,515.9,1,26.986,11,941.4,701.3,685.2,281.8,40.9,26.5,78.3,49.4,123.4,161.9,221,393.8,398.8,431.1,194.7,27.4
FALSE,High,Master Protein,P43358,Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,11,28,2.22681718620166E-08,1.69440342867588E-08,3.59381868708653E-08,0.982685294970657,0.926148509325513,0.764971663845518,0.131,0.129,0.144,0.984,1.103,1.121,-2.93,-2.96,-2.79,-0.02,0.14,0.16,5407.1,707.8,696.7,780.9,33.8,13.01,5.67,10.27,10,3876.4,7926.8,6738.3,4338.9,754.7,663.8,852.3,646,637.8,731,689.7,703.7,818.6,745,708.1,891.1,1,55.292,35,2895.3,4056.8,3903.6,1124.3,101.9,68.8,172.8,114.7,90.4,110.2,144.8,274.1,818.6,641.3,327.4,47.4
FALSE,High,Master Protein,Q14764,Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,27,52,2.25256505670401E-08,0.00491994582319,1.30882527038523E-09,1.03837681553198E-06,0.00423434305024639,2.10719532933723E-08,2.661,1.36,3.51,0.511,1.319,2.58,1.41,0.44,1.81,-0.97,0.4,1.37,2064.8,5495.2,2808.6,7246.7,7.68,3.09,6.29,15.09,27,2330.6,2058.3,2071.4,1950,5545.3,5445.6,5666.4,5266.3,2532.9,2782,2945.1,2835.4,6875.8,7637.5,6119.1,8711.1,1,120.583,33,1740.8,1053.4,1200,505.3,748.8,564.5,1148.7,934.7,358.9,419.5,618.2,1104.6,6875.8,6575,2829.4,463
FALSE,High,Master Protein,P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,35,143,2.43086522022651E-08,1.45004658280712E-08,2.53000459915498E-07,0.898312800410616,0.0720886509083505,0.021725267187075,0.556,0.542,0.637,0.975,1.147,1.176,-0.85,-0.88,-0.65,-0.04,0.2,0.23,48912.2,27189.5,26516,31177.6,5.25,4.51,4.66,6.7,34,48300.6,50856.4,49531.6,44924.2,27463.2,26918.4,26533.3,29335.3,25784.2,26068.2,28563.6,26971.5,30463.4,31908.4,32388,27820.1,1,250.657,53,36076.4,26027.2,28694.1,11640.8,3708.6,2790.2,5378.8,5206.7,3652.9,3930.9,5995.7,10507.2,30463.4,27469.1,14975.7,1478.5
FALSE,High,Master Protein,P05120,Plasminogen activator inhibitor 2 OS=Homo sapiens OX=9606 GN=SERPINB2 PE=1 SV=2,16,41,3.37360221980276E-08,2.62815129326022E-07,1.10813500264761E-07,0.134803378529407,0.510627428133183,0.775950549890782,0.189,0.271,0.239,1.433,1.266,0.883,-2.4,-1.88,-2.06,0.52,0.34,-0.18,13866.9,2620.8,3755.5,3316.7,14.21,15.34,15.4,18.73,16,12398,14299.9,13446.9,17144.1,2734.3,3340.3,2512,2394,3741.8,4127.1,2822.7,3769.3,3135,2466.4,3897.5,3508.9,1,96.986,43,9260.2,7318.4,7789.9,4442.4,369.2,346.2,509.2,424.9,530.1,622.3,592.5,1468.4,3135,2123.3,1802.1,186.5
FALSE,High,Master Protein,Q96GQ7,Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2,23,46,3.55509837124401E-08,0.996532789333815,9.17797480237681E-08,3.0091050540193E-08,0.673751695846479,7.66227029602717E-08,0.703,0.999,0.723,1.421,1.028,0.723,-0.51,0,-0.47,0.51,0.04,-0.47,6513.6,4579,6507.7,4708,3.14,3.3,2.23,4.38,23,6616.4,6422,6606.6,6184.3,4647.7,4461.1,4799.5,4511.3,6530.4,6295,6485.1,6642.8,4995.4,4630.9,4786.4,4516.2,1,86.667,30,4941.9,3286.6,3827.3,1602.5,627.6,462.4,973,800.7,925.2,949.2,1361.2,2587.8,4995.4,3986.6,2213.2,240
FALSE,High,Master Protein,P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,24,50,4.62159642777848E-08,4.44078374073342E-09,2.2796380642065E-06,0.0299528396964674,0.00654519473373461,4.27331241240614E-05,2.857,3.492,2.093,1.222,0.733,0.599,1.51,1.8,1.07,0.29,-0.45,-0.74,5983,17095.7,20892.8,12523.2,13.16,7.08,1.81,13.3,24,6032.6,5734,5933.8,7541.8,17287.3,16906.3,14959.5,17576.8,20774.5,20505.3,21396.2,21011.8,12472.4,10538,12574.1,14623.7,1,133.194,37,4505.9,2934.5,3437.5,1954.2,2334.5,1752.4,3032.6,3119.7,2943.2,3092.1,4491.2,8185.5,12472.4,9071.9,5814.1,777.2
FALSE,High,Master Protein,P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,31,55,5.08075861382906E-08,1.7644747885015E-09,3.15715009691075E-09,0.00177455627173817,0.00928779390554779,0.766883887434112,0.582,0.47,0.488,0.808,0.839,1.039,-0.78,-1.09,-1.03,-0.31,-0.25,0.05,13948.1,8114.7,6553.2,6807.6,4.42,4.68,5.8,7.9,31,15167.7,13848.7,13975.5,13920.7,8308.3,7492.1,7970.6,8261.4,6082.5,6386.9,6945.4,6723.8,6447.4,6260,7350.7,7187.9,1,113.714,23,11329,7087.5,8096.2,3607.1,1122,776.6,1615.8,1466.3,861.7,963.1,1457.9,2619.4,6447.4,5389.1,3398.8,382
FALSE,High,Master Protein,P51114,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3,24,53,5.61215541816651E-08,1.07722023301449E-07,2.38702487024289E-05,0.869034039100522,0.000376504707307102,0.00125747053915237,0.602,0.607,0.732,1.009,1.218,1.206,-0.73,-0.72,-0.45,0.01,0.28,0.27,12819.2,7711.3,7783.2,9389.7,4.16,4.41,4.65,7.64,18,12729,13545.6,12910,12254.2,7692.2,8040.9,7221.1,7730.4,7881,8417.1,7597.2,7686.7,8930.8,9332,9447.8,10632.4,1,112.013,42,9507.5,6932.4,7478.9,3175.3,1038.8,833.5,1463.9,1372.1,1116.5,1269.2,1594.7,2994.5,8930.8,8033.7,4368.5,565.1
FALSE,High,Master Protein,P07355,Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2,61,554,5.69220945934035E-08,0.00171663733050564,0.000553949007351617,1.89095006319917E-09,1.77370683144273E-05,1.04691622060393E-06,3.034,0.692,1.591,0.228,0.524,2.297,1.6,-0.53,0.67,-2.13,-0.93,1.2,93948.9,285035.6,65050,149427.3,3.38,11.6,3.43,17.01,61,99240.6,95013.9,92074.6,92895.8,289580.8,228900.1,280561.8,301202.9,61972.6,64074.3,66976.6,66040.5,157796.3,176336.7,141502.1,116960.1,1,729.552,81,74124.3,48626.1,53339.7,24071.2,39105.1,23726.3,56875.8,53460.2,8779.9,9662,14058.7,25727.1,157796.3,151803.7,65428.4,6216
FALSE,High,Master Protein,O95168,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens OX=9606 GN=NDUFB4 PE=1 SV=3,4,13,6.86192109800032E-08,9.71818299722038E-07,0.0484042378481335,0.0610306576256778,1.11639355004911E-06,3.09750259962494E-05,1.692,1.507,1.119,0.89,0.661,0.743,0.76,0.59,0.16,-0.17,-0.6,-0.43,1313.5,2222.7,1978.8,1469.6,3.28,7.66,3.43,4.85,3,1303.4,1323.8,1300.6,1394.1,2160.5,1956.8,2330,2286.6,1987.4,1868.8,1970.3,2026.9,1503.5,1436.5,1421,1578.8,1,22.15,39,973.5,677.5,753.5,361.2,291.8,202.8,472.3,405.9,281.6,281.8,413.6,789.6,1503.5,1236.6,657,83.9
FALSE,High,Master Protein,P04181,"Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1",31,115,7.09518380714869E-08,7.42451544688549E-10,1.48006109590426E-08,0.000102161447431248,0.246018064009222,0.00218944215121863,0.589,0.449,0.551,0.762,0.935,1.228,-0.76,-1.16,-0.86,-0.39,-0.1,0.3,37375.6,22007.1,16763.6,20587,7.97,2.74,4.44,3.73,31,37572.2,37180,37739.3,31768,22238.4,21034.3,22353.4,21778.1,16839.5,16687.9,18104.9,16395.1,19191.1,20847.6,20704.8,20469.8,1,228.271,57,28063.2,19028,21862.8,8231.7,3003.1,2180.3,4531.5,3865.4,2385.7,2516.4,3800.3,6387,19191.1,17947.2,9573.6,1087.9
FALSE,High,Master Protein,Q6NXG1,Epithelial splicing regulatory protein 1 OS=Homo sapiens OX=9606 GN=ESRP1 PE=1 SV=2,8,17,7.12418207760024E-08,0.997501751664031,7.44168437982751E-09,6.07907630900684E-08,0.0489638443395464,6.57326448827433E-09,0.398,1.019,0.319,2.563,0.803,0.313,-1.33,0.03,-1.65,1.36,-0.32,-1.67,4279.5,1701.7,4360.8,1366,13.55,13.43,1.5,4.81,5,3863.6,4740.1,4912.9,3778.1,1798.3,1610.3,1869.9,1370.5,4264.3,4359.2,4362.4,4422.6,1240,1365.1,1366.9,1372.9,1,29.618,11,2885.8,2425.9,2846.1,979,242.8,166.9,379.1,243.2,604.1,657.3,915.7,1722.9,1240,1175.2,632,73
FALSE,High,Master Protein,P12277,Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,13,38,1.03743182267024E-07,6.89533331255099E-06,0.00235476193565365,0.00633837914005531,1.39673261341233E-05,0.00680827448278642,0.303,0.431,0.635,1.422,2.095,1.473,-1.72,-1.21,-0.65,0.51,1.07,0.56,6022.3,1826.6,2598.1,3826.8,19.14,8.68,10.4,8.49,13,5684.8,7241,6379.8,4541.2,1907.6,2024.3,1668.1,1749.1,2510.1,2425.6,3051.2,2689.1,4092.6,3566.4,4178.9,3578.3,1,77.472,51,4246.1,3705.8,3695.9,1176.7,257.6,209.8,338.2,310.4,355.6,365.8,640.5,1047.6,4092.6,3070.2,1932.2,190.2
FALSE,High,Master Protein,P27797,Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,30,191,1.08488148464758E-07,7.77162747711557E-07,9.98857219070004E-06,0.207703909339071,0.00407026272158428,0.149963388890382,0.365,0.419,0.518,1.149,1.42,1.236,-1.46,-1.26,-0.95,0.2,0.51,0.31,57528.1,20969.6,24089.9,29772.9,10.56,8.21,6.67,15.83,30,56568.9,64490.1,58503.5,49795.9,18956,22304.3,22233.7,19777.5,23313.2,26660.1,24892.5,23164.1,23761.2,35026.5,28744.9,30837.7,1,307.914,63,42252.2,33004.7,33891.7,12903.1,2559.8,2311.9,4507.2,3510.3,3302.9,4020.2,5225.1,9023.9,23761.2,30153.4,13291.2,1638.9
FALSE,High,Master Protein,Q9H1H9,Kinesin-like protein KIF13A OS=Homo sapiens OX=9606 GN=KIF13A PE=1 SV=2,6,8,1.11736151109376E-07,8.50083502257348E-07,0.000163681072533728,0.191035856636272,0.000154343353297337,0.00473822233059451,0.442,0.501,0.646,1.132,1.461,1.29,-1.18,-1,-0.63,0.18,0.55,0.37,738.9,326.8,370,477.3,11.31,4.76,6.77,8.22,6,734.1,743.7,764.2,589.2,322.7,330.9,351.3,314.7,349.2,370.2,369.9,409.9,536.8,468.9,485.9,442.6,1,21.316,4,548.3,380.6,442.7,152.7,43.6,34.3,71.2,55.9,49.5,55.8,77.6,159.7,536.8,403.7,224.7,23.5
FALSE,High,Master Protein,Q6P5R6,60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=2,3,8,1.26965149838121E-07,0.00799240835312287,0.0705458617341314,7.72737908749654E-06,1.87482768398972E-06,0.608530782517468,52.462,3.081,2.084,0.059,0.04,0.676,5.71,1.62,1.06,-4.09,-4.65,-0.56,86.2,4522.4,265.6,179.6,19.26,49.4,6.76,20.26,2,100.5,102,73.9,70.8,4123.6,1051.8,5037.9,4959.8,267,250,264.1,293.5,191,168.9,158,244.8,1,17.302,26,75.1,52.2,42.8,18.3,556.9,109,1021.3,880.3,37.8,37.7,55.4,114.3,191,145.4,73,13
